Identifier	Supplier Name	Country
2587101000189102	Ildong Pharmaceutical Private Limited		
2039821000189104	Alio Lifesciences		
1639611000189102	Sudhir Life Sciences Private Limited		
1221811000189100	Cure Kelvin		
2314121000189101	Pazia Pharmaceuticals Private Limited		
2674571000189105	Hegde And Hegde Pharmaceutica Llp		
1221911000189109	Iq Med Healthcare Private Limited		
1854631000189100	Ashley Pharmatech Private Limited		
1457551000189107	Truecure Healthcare Private Limited		
2428371000189109	Orion Lifesciences		
1259051000189109	Mindway Skincare		
2141961000189108	Crownmed Biotech		
1854651000189109	Elder-ici Healthcare Private Limited		
2587211000189105	Medipol Pharmaceutical India Private Limited		
2674641000189103	Kalpataru Pharmaceuticals Distributors Private Limited		
1222451000189105	Biovzn Pharmaceuticals		
1222521000189102	Kript Pharmaceuticals Private Limited		
1925971000189100	Pretium Pharmaceuticals		
2074741000189103	U S Biotech Private Limited		
2141971000189104	Twine Protega Llp		
1293861000189107	Kardic Kare		
1615251000189105	Kavita Pharma Chem		
1615261000189108	Mavis Lifesciences Private Limited		
2314321000189103	Altius Pharmaceuticals Private Limited		
2314331000189101	Trustcare Pharmaceuticals		
2141981000189102	Valpra Biotech Private Limited		
1222941000189103	Optho Pharma Private Limited	India	
1541701000189101	Auspharma Private Limited	India	
1223041000189107	RR Pharmacia		
2587251000189109	Femxia Healthcare Private Limited		
2074751000189100	Kalal&saiyed Pharma Private Limited		
1223161000189109	Smilax Pharmaceuticals Private Limited	India	
2074761000189102	Ifimed Pharmaceuticals Private Limited		
1223251000189103	Exodrug		
1223311000189109	Mlt Laboratories Private Limited		
1496241000189101	Indinon Pharma	Not Available	
1814811000189104	Ryon Pharma And Infra Private Limited		
2428461000189105	Stacia Pharma Private Limited		
1223411000189103	Assam Chemical & Pharmaceutical Private Limited	India	
1223421000189106	Quixotic Pharma Private Limited		
1223441000189102	Netprime Pharma Private Limited		
1223491000189109	Medizone Remedies Private Limited		
1223521000189107	Remandish Pharma Private Limited		
1591881000189107	North Corp Life Sciences		
2428501000189105	Elan Pharma India Private Limited		
1814821000189107	Curasia Medilabs Private Limited		
1428441000189108	Haeal Pharma	India	
2881281000189109	Themis Medicare Ltd		
1259121000189103	Yaxon Bio Care Private Limited		
2141991000189100	Agastya Research Health Products		
1783641000189104	Disan Pharma		
1223791000189102	Apex Formulations		
1755761000189103	Pacific Pharmaceuticals Private Limited		
1223881000189105	Rain Remedies		
1457591000189102	Sunrise Pharmaceutical		
2314571000189108	San-Pen Pharmaceuticals Private Limited		
1639651000189103	Fabino Life Sciences Limited		
1541761000189102	Ealpharm Life Sciences Private Limited		
1224131000189104	Pharmacia India Private Limited		
2832491000189107	Houston Scientific		
2881311000189107	Vrddhi Life Sciences		
2832501000189104	Adorshea Bioceutics		
2428541000189108	Mba Pharmaceuticals Private Limited		
2428561000189109	Essonite Pharmaceutical Private Limited		
1224351000189105	Barlis Lifesciences Private Limited		
1479671000189108	Aexiom Pharmaceuticals		
1428621000189102	Ashlife Healthcare		
2881321000189104	Winimed Biotech		
2011431000189108	Akrovis Pharmaceuticals Private Limited		
2502561000189108	Nest Pharma Private Limited		
1224421000189108	Sentonssa Wellness Private Limited		
2674801000189102	Srg Healthcare Private Limited		
1479701000189107	Efrosine Healthcare Private Limited		
2074811000189106	M.M.A.F Pharma Private Limited		
1684351000189102	Medicross Lifesciences Private Limited		
1259151000189105	Sanbury Healthcare		
2502631000189100	Alltecure Health Care Private Limited		
1657881000189100	Cluster Pharma India Private Limited		
2314721000189102	Neocred Healthcare		
1225061000189109	Astranova Biotech Private Limited		
2142001000189102	Kiran Pharmaceuticals Private Limited		
1225081000189103	Meddox Formulations		
1225131000189103	Asrawell Lifecare		
1225141000189109	Plus India		
1755801000189105	Zedlon Pharmaceuticals		
2587581000189104	Nps Pharmaceutical Private Limited		
1225361000189107	Desta Lifescience		
1225541000189104	Panchpedh Pharma Private Limited		
2502721000189105	Alluvium Health Care Private Limited		
1225661000189104	RB Pharmaceuticals	India	
1259231000189106	Newtramax Healthcare Private Limited		
2832601000189100	Quintus Life Sciences Private Limited		
1657931000189105	Minitoss Medicines		
1439081000189101	TMS India Private Limited		
2314831000189108	Piyush Pharmachem (India) Private Limited		
1226071000189106	New Gayzel Pharmaceuticals		
1854791000189108	Fenclay Lifesciences		
1226111000189103	Organic Nova Pharmaceuticals		
1226131000189108	Swapra Pharma Private Limited		
2142011000189100	Eltropix Pharmaceuticals		
1496291000189108	Revenza Pharmaceuticals Private Limited	India	
1615411000189105	Biogen Pharmaceuticals		
2675011000189109	Archegos Ventures Private Limited		
2142021000189108	Mondove Biotech Private Limited		
1226301000189103	Psychocare Health Private Limited		
1755821000189104	Chemross Lifesciences Private Limited		
2314861000189101	Lotaas Organics Private Limited		
1755831000189102	Daddyz Pharmaceuticals		
1226411000189107	Symet Drugs Private Limited	India	
1226531000189101	Cure Tech Skincare	India	
1293951000189102	Yash Vision Private Limited		
2675051000189108	Elaptus India		
2675061000189106	Vintech Pharmaceuticals		
1457671000189100	Medmom Pharmaceuticals LLP		
1226701000189104	Zenexa Healthcare		
1226721000189105	Hanuchem Laboratories Private Limited		
1906101000189105	Pilco Pharma Private Limited		
1515261000189103	Welfeed Remedies Private Limited		
2675141000189106	Vienna Formulation Private Limited		
2587771000189106	Marion Biotech Private Limited		
2315051000189106	Avrohn Pharma I Limited		
1717331000189106	Aspo Healthcare Private Limited		
1658011000189103	Saven Remedies Private Limited	India	
1227131000189105	Royal India Pharmaceuticals		
2760511000189107	Archis Health Care Private Limited		
1227221000189102	Wezen Chemicals Private Limited		
2142031000189105	Frokeen Pharmaceuticals Private Limited		
2502981000189109	Pharma Vision		
2142041000189104	Frank Biotic Remedies (India) Limited		
2142051000189101	Stelios Pharmaceuticals Llp		
1227461000189106	Spark Healthcare Private Limited		
1259371000189101	John Walter Labs		
2074941000189101	Damsa Pharma Private Limited		
2428831000189100	Doctov Pharmaceutical (Opc) Private Limited		
2142061000189103	Truworth Healthcare		
1658031000189108	Whiz Laboratories (India) Private Limited		
1965571000189102	Allenburys Pharma Limited		
1429431000189105	Gal Care Pharmaceuticals Private Limited	India	
2675261000189103	Kaiser Laboratories Private Limited		
1227721000189107	Stellar Life Sciences		
2503071000189100	Polestar Power Industries		
2675301000189105	Situs Pharmaceuticals		
1227931000189107	Medicraft Group	India	
2503121000189100	Elvira Pharma Private Limited		
2142071000189107	Mcastro Pharma Llp		
2881601000189100	Genygi Life Sciences Private Limited		
1228151000189100	Volks Biotech		
1965601000189106	Vetnosac Research India Private Limited		
1228161000189102	Euronova Pharmaceuticals		
2074971000189109	Mac Medilife Private Limited		
2074981000189106	Juhi Life Science Herbal		
2428871000189103	Celcure Pharmaceuticals		
1854881000189100	Wonne International		
1228241000189105	Insead Lifesciences Private Limited		
1933711000189106	Medizen Labs Private Limited		
1814951000189107	Dr Arvind Life Science Private Limited		
2315271000189105	Goldenlad Pharmaceutical Private Limited		
2142081000189109	Tilvintion Pharma (India) Private Limited		
2142091000189106	Remedise Pharma Llp		
1228341000189101	Ceza Formulations Private Limited		
2142101000189101	Medterm Healthcare Private Limited		
1717411000189107	Bioworld Pharma	India	
2760641000189107	Pharmocare Lifescience Private Limited		
1854891000189103	Reunis Healthcare Private Limited		
1228411000189108	JK Biotech		
1228461000189105	Nilrise Pharmaceuticals Private Limited		
1906161000189109	Unilite Medicare Private Limited		
2832751000189105	Option Medicare Private Limited		
2315311000189105	Medex Biotech		
2315321000189102	Bioversal Remedies Private Limited		
1228581000189103	Jantec Pharma Private Limited		
1228641000189107	Fredun Pharmaceuticals Limited		
1348121000189101	Espee Formulation Private Limited		
1228751000189104	Life Pharma		
1228781000189107	The Kirti Works		
2428911000189101	Wisro Bio-Care Private Limited		
1228831000189100	Care Pride Pharma		
1228891000189104	Erika Remedies Private Limited		
2142111000189104	Omni Orthotechnics Private Limited		
1228961000189104	Jabs Biotech Private Limited	India	
1228991000189107	Egis Healthcare Services Private Limited		
2142121000189107	Elivia Lifesciences Private Limited		
2428961000189104	Sunrest Lifescience Limited		
2040041000189109	10 Drug Mart		
2075031000189107	I.I.F.A Health Care		
1439181000189102	NSV Lifecare Private Limited		
1933751000189105	Kachhela Medex Private Limited	India	
2675481000189105	Introgen Healthcare Private Limited		
1229151000189109	Corneal Care Life Sciences		
1814991000189102	Crepis Pharma		
2075051000189103	Pynart Biotech Pharmaceuticals (opc) Private Limited		
2142131000189109	Dalton Laboratories Private Limited		
2075061000189100	Dexon Biotech Private Limited		
1229241000189104	Chemo Drugs		
1229261000189103	Neosun Biotech (India) Private Limited		
2011581000189108	Asteroid Pharma Life Science Private Limited		
1815021000189100	Bprl Healthcare Private Limited		
1229331000189102	Algen Remedies Private Limited		
1229341000189108	Ace Pharmaceuticals Private Limited	India	
1906171000189100	Taksh Healthcare Private Limited		
2760721000189106	Genitea Health Care		
1783821000189109	Hindayur Life Sciences Private Limited		
1658121000189105	Ambroza Lifecare Llp		
2315481000189108	Vacuoles Pharmaceutical Private Limited		
2040061000189105	Shinemax Pharma (India) Private Limited		
1229551000189103	Aquila Labs		
1229611000189103	Allysia Lifesciences Private Limited		
2011591000189105	Marigold Remedies		
2315531000189105	Dr Cure Pharmaceuticals		
1229801000189101	Indus Pharma Private Limited		
2040101000189107	Medicus Pharmaceuticals Private Limited		
1229891000189105	Macleods Pharmaceuticals Limited	India	
2315581000189109	Magnolia Pharmaceuticals		
1348151000189108	Serin Formulations Private Limited		
2315601000189103	Medico Life Science Private Limited		
2142141000189103	Cavalry Laboratories Private Limited		
2040151000189108	Orange Organics Pharmaceuticals		
2315611000189101	Usk Therapeutics Private Limited		
2588201000189107	Skinnovate Therapeutics Llp		
1542011000189108	Ambromide Pharma Private Limited	India	
2881751000189105	Exichem Pharmaceuticals		
2142151000189100	Gates Byby Pharma		
2315621000189109	World Healthcare Pharma		
1430041000189102	Wizad Biotech Private Limited	India	
1230241000189109	Indolands Pharma Private Limited	India	
1230291000189102	Medicot Lifesciences		
1230371000189108	Aaspada Enterprises Private Limited		
1230401000189105	Teblik Drugs Private Limited		
2429041000189105	Wocksun Remedies Private Limited		
2881781000189102	Pythus Pharma		
1230571000189104	Alarius Healthcare		
1348171000189102	Cardia Labs	India	
1230631000189100	Kind Care Pharmaceuticals		
1457861000189108	TNT Life Sciences	India	
1230671000189103	Raikar Pharmaceuticals Private Limited	India	
1230761000189100	Kelvin Pharmaceutical Laboratories Private Limited		
1230781000189106	Shreeyam Healthcare	India	
1880191000189105	Eumedica Pharmaceuticals		
2075131000189106	Mouway Pharma Private Limited		
2760881000189101	German Remedies Pharmaceuticals Private Limited		
1230881000189100	Athens Wellness		
1230931000189105	Gedzrlvin Pharmaceuticals Private Limited	India	
1230961000189103	Avni Healthcare Private Limited		
1230971000189107	Anax Lifescience Private Limited		
2315791000189103	Pink Healthcare Private Limited		
2063101000189105	Strivos Laboratories Private Limited	Not Available	
2142161000189102	Harrison Healthcare		
2142171000189106	Kurizon Healthcare		
2429101000189108	Radius Drug Private Limited		
1231351000189109	Kaithy Pharma		
1756011000189105	Addisun Lifesciences Private Limited		
1231391000189104	Medcure Organics Private Limited		
1698381000189102	Stiefel India Private Limited		
2429111000189105	Biomark Healthcare		
1756041000189106	Seikomax Healthcare	India	
1231551000189101	Nuzen Pharmaceuticals Private Limited		
2142181000189108	Beaumont Healthcare Private Limited		
2315901000189109	Petersburg Pharmaceutical Private Limited		
1231711000189109	Nimbles Biotech Private Limited	India	
2588421000189100	Source Naturals Inc		
1717511000189106	Bibo Pharma		
1783931000189100	Veasley Pharmaceuticals Private Limited		
1231831000189107	Lifevision Medicare Private Limited		
2588431000189103	Kaizen Pharma Private Limited		
2503571000189107	Nyg Pharmaceuticals Private Limited		
2429141000189106	Tanwar Pharmaceuticals		
2040171000189102	Innosearch Biotech		
2075171000189108	Hansula Pharma Private Limited		
2075181000189105	Medipha India Laboratories		
2503601000189103	Edward Remedies Private Limited		
2675801000189101	Quintos Pharmaceuticals		
1232301000189104	Aeon Pharma Private Limited		
2429151000189109	Oxymed Pharma		
2103781000189109	Focaz Medipharma Private Limited		
1756061000189107	Enine Remedies Private Limited		
1615611000189108	MedG Pharma		
2429161000189107	Baxy Pharmaceutical		
2588481000189104	Indavis Life Sciences		
1232491000189102	Vasphar Pharmaceuticals Private Limited		
1232521000189104	A V Molecules Private Limited		
1317361000189100	Ocuris Pharmaceuticals Private Limited		
2128101000189100	Traumen Life Sciences Private Limited		
1232641000189107	Sahajanand Life Sciences Private Limited		
2316011000189104	Aarcin Pharmaceuticals Llp		
1756081000189101	Avail Healthcare Private Limited		
1658261000189109	Doqchem Pharma Private Limited		
2588511000189107	Indorbit Pharmaceuticals Private Limited		
1232911000189101	Key West Medicines Private Limited		
1232921000189109	Canbro Pharmaceuticals Private Limited	Not Available	
2316081000189108	Maviva Wellcare Private Limited		
2142191000189105	Vivaceutical Private Limited		
2075201000189109	Cijor Biosciences Private Limited		
2142201000189107	D Cross Pharmaceuticals Private Limited		
1233061000189105	Candrin Pharma Private Limited		
2588551000189106	Genesis Biotech Inc		
1233091000189102	Pragati Biocare Private Limited		
2429231000189105	Limcon Healthcare		
1880261000189106	Triivik Life Sciences Private Limited		
1430881000189104	Kineses Laboratories		
1658301000189102	Virchow Biotech Private Limited		
2881971000189101	Curb N Care Pharmaceuticals Private Limited		
1430921000189107	Sugee's Pharma		
1233381000189102	Lapo Pharma		
2675901000189106	Aanav Healthcare		
2128121000189106	M & B Laboratories		
1658311000189100	D D Pharmaceuticals	India	
1233531000189106	Novartis Pharmaceuticals Limited		
2675941000189109	Novawock Pharma		
1233601000189104	Meditouch Wellness		
1233651000189103	Davidsons Pharmaceuticals		
1233671000189109	Coastal Health Care Private Limited		
1457971000189109	Scinticaa Pharma	India	
2675951000189107	Yakri Pharmaceuticals Private Limited		
1233831000189108	Zatropha Pharma		
2142211000189109	All Indian Origin Chemists & Distributors Limited		
2011671000189107	Bioquest Pharmaceuticals Private Limited		
1233911000189107	Encyclo Healthcare		
1233941000189108	Abigail Pharma Private Limited		
2142221000189101	Medbiosquid Pharmaceuticals Private Limited		
1815141000189105	Nourier Lab		
2142231000189104	Medivalens Laboratories Private Limited		
1855111000189104	Advamed Pharma		
1906361000189106	Solvy Remedies Private Limited		
1756161000189108	V-revive Medicure Private Limited		
1855131000189109	The Aesthetic Sense	India	
2075241000189107	Phycrus Remedies Private Limited		
2588661000189108	Kalpraj Techno Fab Private Limited		
2142241000189105	Stanvia Healthcare Private Limited		
2142251000189108	Pariza Healthcare		
1234351000189107	Adon Pharmaceuticals Private Limited		
1906371000189102	Medifame Biotech		
2429341000189108	Maximon Pharma Private Limited		
1234601000189101	Alar Laboratories Private Limited		
2588771000189105	Talson Pharma India Private Limited		
1234661000189102	Dhara Formulation Private Limited		
1234731000189102	Aktis Pharma India Private Limited		
1234761000189109	Allure Remedies Private Limited		
1756221000189109	Lifecred Healthcare Private Limited		
2142261000189106	Kpsa2 Lifesciences Private Limited		
1431241000189101	Janjaes Pharmaceutical Private Limited		
2676091000189107	Nddm Pharmaceuticals		
2142271000189102	Medford Pharmaceuticals Llp		
1458021000189108	Elcliff Formulations Private Limited		
2142281000189100	Zetre Pharmaceutical India Private Limited		
1756241000189100	Morgen Health Care		
1658351000189101	Vitabiotech Healthcare Private Limited		
2142291000189103	Chd Lifescience Private Limited		
1294301000189102	Zanetaz Medicorp		
2142301000189104	Iwuto Life Care		
1294311000189100	Gennova Biopharmaceuticals Limited	India	
2316511000189106	Detox Remedies		
2676171000189107	P R G Pharma Private Limited		
2676181000189109	Hygeia Remedials		
2588901000189103	Neo Alexion Health India Private Limited		
1235421000189109	Kenrox Healthcare Private Limited		
2588921000189109	Hd Pharmaceuticals		
1784121000189101	Mazin pharmaceuticals	India	
1906401000189100	Grantham Lifesciences	India	
2882101000189103	Gehirn Pharmaceuticals Private Limited		
1592111000189100	Fast Cure Pharma		
2429491000189107	Astonea Labs Limited		
2040291000189105	Docdoz Pharma Private Limited		
2011761000189105	Medihub Pharma Private Limited		
2588961000189104	Modhike Private Limited		
1235781000189102	Aelida Healthcare		
2142311000189102	Astrella Pharmaceutical Private Limited		
2142321000189105	Sumi Lifecares Private Limited		
1784131000189104	Ideal Life Sciences Private Limited	India	
1756251000189102	Assentus Biogenics Private Limited	India	
1235901000189106	Indiana Ophthalmics	India	
2075301000189101	Strio Healthcare		
1235991000189102	Aqcor Drug		
1431591000189105	Barley Lentil Vitamins Private Limited		
1542231000189109	Medion Biotech Private Limited		
2676251000189109	Metabolica Lifecare Private Limited		
2676261000189107	Baxova Labs Private Limited		
1259731000189102	Mayu Healthcare Private Limited		
1259741000189108	Franco Indian Remedies Private Limited		
1236191000189106	Monark Biocare Private Limited		
1592121000189108	Cynak Healthcare	India	
1236221000189102	AN Pharmaceuticals Private Limited	India	
2128181000189107	Thelma Life Science		
2676271000189103	Astra Care Pharmaceuticals Private Limited		
1236351000189104	Sycap Pharma		
1236371000189105	Saphnix Life Sciences Private Limited		
1639931000189102	Lunas Remedies	India	
2316711000189102	Mother Remedies India Limited		
2142331000189107	Leegenic Pharmaceuticals Llp		
2316741000189101	Aderfia Life Sciences		
1236531000189103	Aurolab	India	
1739141000189102	Risen Pharmaceuticals Private Limited	India	
2040321000189103	Vernoxy Pharma Private Limited		
1542261000189102	Metta Life Sciences Private Limited		
2676311000189103	Biocent Scientific India Private Limited		
1431761000189105	Prevento Remedies Company		
1236671000189100	Pharmacon Healthcare India Private Limited		
1236811000189106	Healing Pharma India Private Limited	India	
1236861000189108	Gmd Pharma Private Limited		
1236921000189105	Mcronus Lifescience Private Limited		
2316881000189100	Swastik Lifescience Private Limited		
2040331000189101	Smear India Healthcare Private Limited		
1431861000189104	Biorika Healthcare Private Limited		
1237211000189107	Edrant Pharmaceuticals		
1784151000189108	Galcare Pharmaceuticals Private Limited	Not Available	
1965991000189109	Suvi Pharma Private Limited	India	
2011821000189109	Enrich Life Sciences Private Limited		
1237391000189106	Maiden Pharmaceuticals Limited		
2142341000189101	Kvezal Healthcare Limited		
1237421000189103	Saviour Drugs Private Limited		
1684471000189100	Myren Life Science India Private Limited		
1926151000189100	Aculife Healthcare Private Limited		
1684481000189103	Lap Farmacia Limited	India	
2075391000189105	Capella Pharmaceutical Private Limited		
1237621000189101	Indilina Pharmaceuticals		
2142351000189103	Zenixa Healthcare Private Limited		
2589151000189109	Manfaith Pharmaceuticals Private Limited		
1259851000189101	Notus Pharmaceuticals Private Limited		
1237751000189102	Rut Pharma Private Limited	India	
1237781000189105	Standard Therapeutic Laboratories Private Limited		
1784161000189106	Relward Pharma Private Limited		
2142361000189100	Sansill Pharma		
1238001000189104	Axonwave Pharmaceuticals Private Limited		
2317021000189109	Arche Medichem Private Limited		
2142371000189109	Skora Healthcare Private Limited		
1238191000189107	Chemida Labs Private Limited		
1294351000189101	Recure Pharma	India	
1326641000189100	Dee Pharma Private Limited		
1238361000189102	Iva Healthcare Private Limited		
1238381000189108	Radion Pharma Private Limited		
1717811000189109	Zenix Remedies		
1238461000189107	X-Med Medisciences		
1572221000189106	Southshourne Corporation India		
1238481000189101	Bausch & Lomb India Private Limited		
1480021000189104	Pharmaron		
1238541000189105	Supermax Laboratories		
1542381000189102	Lifecare Biotech (India) Private Limited		
1259881000189109	Azurite Bio Science Private Limited		
2676461000189106	Karofer Healthcare Private Limited		
1238621000189100	Knoll Healthcare Private Limited	India	
1966051000189109	Linctus Pharma Private Limited		
1317391000189108	Safe U Pharmaceuticals	India	
1756361000189105	Nayasa Life Science Private Limited	India	
1684511000189106	Synonn Lifesciences Limited		
2504341000189108	Winystra Pharmaceuticals Private Limited		
2104051000189101	Alta Vista Life Sciences Private Limited		
1238781000189109	Om Healthcare Enterprises Limited		
1966101000189109	Aegis Pharmaceuticals		
2317141000189104	Unitech Healthcare Service Private Limited		
2142381000189106	Isonic Pharmaceuticals Private Limited		
1238891000189101	Strenuous Healthcare Private Limited		
1542411000189100	Ranbass Pharmaceuticals		
1238931000189108	RSL Bioscience Private Limited	India	
2040441000189104	Seashell Laboratories Private Limited		
1966111000189106	Bidu Biotech	India	
1239051000189105	Spa Biological Labs		
2142391000189108	Covaxl Pharmaceuticals Private Limited		
2504441000189100	Romz Pharmaceuticals		
1855261000189106	Life Joy Healthcare		
2142401000189106	Biokind Healthcare Private Limited		
1906511000189104	Alco Formulation India		
1480041000189108	Loremchem Pharmaceutical		
1684531000189101	Paviour Pharmaceuticals Private Limited		
2128231000189103	Medcure Pharma		
2317211000189105	Shure Lifecare Private Limited		
1239441000189102	Sri Biotech & Pharmaceuticals		
1239501000189101	Alive Healthcare		
2142411000189108	Healthtronik Pharmaceuticals		
1239611000189100	Jocund India Limited		
2589341000189108	Svr Health Care (India) Private Limited		
1239781000189104	Neosys Medicare		
1784281000189108	Lab Corp India Private Limited		
2833481000189100	M G Pharmaceutical		
1239851000189102	Dermacure Pharmaceuticals Private Limited		
2142421000189100	Tevos Pharmaceuticals Llp		
2504541000189101	Borran Remedies		
2142431000189103	Doctors Choice Health Care India Private Limited		
1239881000189105	Healers Nutraceuticals Private Limited		
1239891000189107	Endolabs Limited		
1239951000189109	Phoenix Life Science Private Limited		
1240271000189102	Medcure Pharmaceuticals LLP	India	
1855291000189103	Neomed Health Care (India) Private Limited		
2075491000189104	Pranyog Healthcare (Opc) Private Limited		
1294371000189107	Amwell Pharmaceuticals Private Limited		
1439311000189108	Saintlife Mediscience Private Limited		
2040481000189109	Egzeon Pharmaceuticals Private Limited		
2761751000189109	Astovan Healthcare Private Limited		
1784311000189106	Cogniwell Pharmaceuticals Private Limited		
2317391000189109	Atlantics Pharmaceuticals		
2317421000189101	Morningg Life Pharmaceuticals Private Limited		
1240901000189103	Allianz Healthcare		
2317441000189105	Starzac Formulations		
2429851000189100	Nidedak Pharmaceuticals Private Limited		
2761791000189104	Phren Life Sciences Private Limited		
2317481000189100	Triglobal Lifesciences Private Limited		
2040551000189102	Rexus Healthcare Private Limited		
1480061000189109	Rudolf Basins Inc		
1241291000189105	Kwik Healthcare		
2142441000189109	Xeplo Healthcare Private Limited		
2317501000189106	Ceecure Lifescinences		
2429891000189105	Brukem Life Care Private Limited		
1241351000189105	Aromed Pharmaceuticals		
2142451000189107	Medicsy Life Science Private Limited		
1348551000189102	QFL Healthcare Private Limited		
2142461000189105	Kifa Healthcare Private Limited		
2676851000189105	Pharmatech India		
1241581000189105	Cephalon Healthcare Private Limited		
1739201000189106	Aviance Healthcare Private Limited	India	
1241611000189102	Zestwin Lifesciences		
1784351000189105	Murentia Pharmaceuticals		
1572261000189101	Vats Biotech Private Limited		
1439341000189109	Aarkios Health Private Limited	India	
2317591000189102	Deevans Life Care Private Limited		
1855351000189103	Liosun Pharmaceuticals India Private Limited	India	
2589711000189106	Pharmatec India Private Limited		
2142471000189101	Dhanvantari Medicine & Equipments Private Limited		
2761871000189105	Union Drug Company Limited		
1260111000189107	Cutis Derma Care		
1242021000189109	Definer Pharmaceuticals Private Limited		
1242031000189106	Khushal Pharmaceuticals		
2142481000189104	Glide Pharmaceuticals Private Limited		
2882491000189104	Mickle Felix Pharmaceuticals Private Limited		
1784361000189108	Aanika Pharma	Not Available	
1242121000189108	Intas Laboratories Private Limited	Not Available	
2075561000189106	Rejuva Healthcare India (Opc) Private Limited		
2761891000189109	Shankhin Healthcare		
2429981000189104	Astranor Healthcare Private Limited		
1242171000189107	Nova Scotia		
1242181000189109	Edura Pharmaceuticals Private Limited		
2040591000189107	Medi Cartel		
1432941000189104	Neovision Healthcare	India	
1756501000189100	Aplomb Pharma Private Limited		
1242441000189105	Zegchem		
2075581000189100	Ambient Pharmaceuticals Private Limited		
1242531000189103	Rapidchem Healthcare		
1348611000189102	Samcure Drugs and Pharmaceuticals Private Limited		
1242561000189105	Signit Laboratories Private Limited	India	
1756521000189106	Little Greave Pharmaceutical Private Limited		
1242581000189104	Jpee Drugs		
2430011000189104	Murli Krishna Pharma Private Limited		
1515581000189106	P & P Dermaceuticals		
1717971000189107	Pelzar Healthcare		
1242701000189101	Simon Healthcare	India	
2504901000189106	A N Pharmaceuticals Private Limited		
2677031000189108	F C Remedies		
2882571000189102	Medroz Pharmaceuticals		
2142491000189102	Heal Sure Lifesciences Private Limited		
1480121000189100	Nexina Life Sciences Private Limited		
2317851000189105	Wonne International Private Limited		
1784401000189102	Orsova Healthcare		
2504931000189103	Unicor Pharmaceuticals Llp		
1243061000189106	Finex Healthcare Private Limited	India	
1243131000189100	Catholicon Pharmaceuticals Private Limited	India	
2142501000189105	Medivista Lifesciences Private Limited		
1243271000189107	Everwell Pharma Private Limited	India	
1615921000189106	Wellfort Healthcare Llp		
2504991000189102	Global Dent Aids Private Limited		
2142511000189107	Vexella Pharmaceuticals		
2762061000189104	Carewell Healthcare Private Limited		
2677121000189105	Nirosha Lifesciences		
1243451000189102	Scormed Lifesciences		
1243491000189107	Ambic Ayurchem Limited		
2762071000189108	Times Laboratories		
1855421000189100	Allegiant Biotech Llp		
2762091000189107	Vellmine Lifescience Private Limited		
2882591000189103	Naroviya Biotech Private Limited		
2142521000189104	Ethix Healthcare		
2882601000189106	Stryvia Med Solutions Private Limited		
1243821000189107	Theta Labs Private Limited		
1243991000189102	Jamjoom Pharma	Not Available	
2318011000189100	Sovicare Pharmaceuticals		
1244041000189107	Drug For Life India Private Limited		
1933991000189102	Jacsims Pharmaceuticals		
1244101000189105	Aimco Pharmaceuticals		
1244121000189104	Biocore Pharmaceuticals		
1244191000189101	Synthiko Formulations & Pharma Private Limited		
2142531000189102	Enferma Remedies Private Limited		
1244271000189109	Geneva Biocare		
1244301000189107	Angiolife Healthcare Private Limited	India	
2075621000189100	Tuhi Life Sciences Private Limited		
2075631000189103	Alpha & Omega Therapeutics Private Limited		
1244361000189106	Accuminn Labs		
2430161000189101	Formahealth		
2142541000189108	Mindrug Biologics Private Limited		
2075651000189107	Human Vigor Private Limited		
2040661000189100	Edolf Healthcare Private Limited		
1839831000189102	Ria Lifesciences Private Limited		
2589981000189104	Cosme Bio-Tech Private Limited		
1658621000189101	Gmh Pharmaceuticals Private Limited		
2882671000189101	Crossed Fingers Organics Private Limited		
2430171000189105	Osho Pharmaceutical Private Limited		
1244791000189102	Kaymed Pharmaceuticals Private Limited		
1496861000189104	Prekem Pharmaceuticals Private Limited		
1880541000189108	Aviator Life Science Private Limited		
1480181000189104	Insta Care Lifescience		
1739211000189108	Aarti Life Science Llp	India	
2075661000189105	Ayns Pharma Private Limited		
2318191000189105	Atharv Healthcare		
2505171000189102	Medius Formulation Private Limited		
2142551000189106	Mezorays Pharma		
2318251000189108	Revival Health Care Private Limited		
2142561000189109	Rayon Remedies		
2142571000189100	Trumedis Pharmaceuticals		
1245301000189106	Elixir Pharmacon		
2430211000189108	Anoveda Healthcare Private Limited		
2142581000189103	Strillion Healthcare		
1245451000189103	Starus Pharmaceuticals Private Limited		
2104271000189102	Ramvey Healthcare Private Limited		
2505241000189103	Medethics Pharmaceuticals Private Limited		
1496891000189107	Heveren Healthcare Private Limited		
2505261000189102	Medwall Pharmaceutical Private Limited		
1245661000189102	Allien Pharmaceuticals		
1784501000189103	Aster Pharma Private Limited		
1245711000189107	Kriti Lifesciences		
1245741000189108	Aeryn Lifescience Private Limited		
1855511000189107	Cue Labs		
1433771000189102	Hema Laboratories Private Limited		
1698621000189105	Madhav Pharmaceuticals Private Limited		
1480201000189100	Alpure Healthcare		
2882781000189109	Advita Lifesciences		
1616011000189105	Spectra Lifesciences Private Limited		
1966451000189103	Nayan Pharmaceuticals Limited		
1592301000189100	Cnscure India Private Limited		
1246111000189101	Paripurna Healthcare		
1246151000189102	Mandlive Healthcare Private Limited		
2430301000189103	Nylo Med Pharmaceuticals		
